Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
QIWI,QIWI plc,16.69,$1.01B,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qiwi
QRVO,Qorvo Inc.,73.22,$9.32B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/qrvo
QCOM,QUALCOMM Incorporated,50.38,$74.36B,1991,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom
QSII,Quality Systems Inc.,15.93,$1.01B,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/qsii
QBAK,Qualstar Corporation,7.46,$15.23M,2000,Technology,Electronic Components,http://www.nasdaq.com/symbol/qbak
QLYS,Qualys Inc.,49.4,$1.85B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlys
QTNA,Quantenna Communications Inc.,18.15,$628.54M,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/qtna
QTRH,Quarterhill Inc.,1.34,$158.96M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/qtrh
QRHC,Quest Resource Holding Corporation.,1.33,$20.32M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/qrhc
QUIK,QuickLogic Corporation,1.71,$136.99M,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/quik
QDEL,Quidel Corporation,36.6,$1.22B,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qdel
QNST,QuinStreet Inc.,5.14,$233.68M,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qnst
QUMU,Qumu Corporation,2.81,$26.41M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qumu
QTNT,Quotient Limited,3.76,$141.63M,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qtnt
RRD,R.R. Donnelley & Sons Company,9.08,$635.6M,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RCM,R1 RCM Inc.,3.27,$342.99M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/rcm
RARX,Ra Pharmaceuticals Inc.,14.13,$319.47M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rarx
RADA,RADA Electronic Industries Ltd.,2.79,$64.83M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rada
RDCM,Radcom Ltd.,19.7,$230.28M,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
RSYS,RadiSys Corporation,1.56,$60.91M,1995,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rsys
RDUS,Radius Health Inc.,36.25,$1.58B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdus
RDNT,RadNet Inc.,11.1,$524.66M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt
RDWR,Radware Ltd.,17.34,$748.89M,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rdwr
METC,Ramaco Resources Inc.,7.5,$296.32M,2017,Energy,Coal Mining,http://www.nasdaq.com/symbol/metc
RMBS,Rambus Inc.,12.86,$1.41B,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs
RAND,Rand Capital Corporation,2.91,$18.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rand
RLOG,Rand Logistics Inc.,0.276,$5.14M,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rlog
GOLD,Randgold Resources Limited,107.9,$10.15B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gold
RNDB,Randolph Bancorp Inc.,14.1,$82.75M,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/rndb
RPD,Rapid7 Inc.,17.36,$756.03M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rpd
RAVE,Rave Restaurant Group Inc.,1.4188,$15.12M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/rave
RAVN,Raven Industries Inc.,28.2,$1.02B,n/a,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ravn
RBB,RBB Bancorp,22.26,$349.16M,2017,Finance,Major Banks,http://www.nasdaq.com/symbol/rbb
ROLL,RBC Bearings Incorporated,108,$2.62B,2005,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/roll
RICK,RCI Hospitality Holdings Inc.,24.01,$233.35M,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rick
RCMT,RCM Technologies Inc.,5.4203,$65.1M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rcmt
RDI,Reading International Inc,15.67,$361.31M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdi
RDIB,Reading International Inc,21.016,$472.49M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdib
RGSE,Real Goods Solar Inc.,0.8,$5.98M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/rgse
RELY,Real Industry Inc. ,1.7,$50.66M,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/rely
RNWK,RealNetworks Inc.,4.26,$158.48M,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/rnwk
RP,RealPage Inc.,41.45,$3.43B,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
RETA,Reata Pharmaceuticals Inc.,28.85,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reta
RCON,Recon Technology Ltd.,1.06,$10.5M,2009,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/rcon
REPH,Recro Pharma Inc.,7.61,$145.04M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reph
RRGB,Red Robin Gourmet Burgers Inc.,57.1,$738.18M,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rrgb
RRR,Red Rock Resorts Inc.,22.63,$2.63B,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rrr
RDFN,Redfin Corporation,25.36,$2.02B,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/rdfn
RDHL,Redhill Biopharma Ltd.,8.35,$142.44M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
REGN,Regeneron Pharmaceuticals Inc.,471.92,$50.57B,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
RGNX,REGENXBIO Inc.,24.8,$767.53M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgnx
RGLS,Regulus Therapeutics Inc.,1.05,$108.98M,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
REIS,Reis Inc,17.75,$204.35M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
RELV,Reliv&#39; International Inc.,7.23,$13.34M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
MARK,Remark Holdings Inc.,2.72,$61.62M,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
RNST,Renasant Corporation,37.91,$1.87B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst
REGI,Renewable Energy Group Inc.,12.25,$473.95M,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/regi
RNVA,Rennova Health Inc.,0.2449,$4.87M,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/rnva
RNVAZ,Rennova Health Inc.,0.019,n/a,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/rnvaz
RCII,Rent-A-Center Inc.,12.27,$654.01M,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
RTK,Rentech Inc.,0.2672,$6.2M,1991,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rtk
RGEN,Repligen Corporation,43.03,$1.85B,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen
RPRX,Repros Therapeutics Inc.,0.3003,$11.3M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
RBCAA,Republic Bancorp Inc.,34.42,$717.95M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
FRBK,Republic First Bancorp Inc.,8.2,$467.16M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
RSAS,RESAAS Services Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rsas
REFR,Research Frontiers Incorporated,1.2,$28.85M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/refr
RESN,Resonant Inc.,4.9,$72.02M,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/resn
RECN,Resources Connection Inc.,12.2,$364.39M,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn
ROIC,Retail Opportunity Investments Corp.,20.23,$2.22B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic
RTRX,Retrophin Inc.,24.25,$930.85M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rtrx
RVNC,Revance Therapeutics Inc.,25.7,$792.05M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rvnc
RVEN,Reven Housing REIT Inc.,5.76,$61.83M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rven
RBIO,rEVO Biologics Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbio
RVLT,Revolution Lighting Technologies Inc.,7.59,$159.92M,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/rvlt
RWLK,ReWalk Robotics Ltd,1.575,$34.25M,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rwlk
REXX,Rex Energy Corporation,2.28,$22.69M,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rexx
RFIL,RF Industries Ltd.,1.8,$15.93M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil
RGCO,RGC Resources Inc.,26.73,$193.32M,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco
RIBT,RiceBran Technologies,1.04,$14.05M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribt
RIBTW,RiceBran Technologies,0.1495,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribtw
RELL,Richardson Electronics Ltd.,5.45,$70.03M,1983,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rell
RIGL,Rigel Pharmaceuticals Inc.,2.5,$310.98M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
RNET,RigNet Inc.,16.05,$292.52M,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet
RTTR,Ritter Pharmaceuticals Inc.,0.5794,$8.55M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rttr
RVSB,Riverview Bancorp Inc,7.77,$175.04M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
RLJE,RLJ Entertainment Inc.,3,$40.68M,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje
RMGN,RMG Networks Holding Corporation,2.35,$26.21M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmgn
ROBO,ROBO Global Robotics and Automation Index ETF,37.18,$171.03M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo
RMTI,Rockwell Medical Inc.,6.28,$324.93M,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
RCKY,Rocky Brands Inc.,13.05,$97.17M,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky
RMCF,Rocky Mountain Chocolate Factory Inc.,11.7,$68.55M,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf
ROKA,Roka Bioscience Inc.,0.94,$4.71M,2014,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/roka
RTNB,root9B Holdings Inc. ,1.54,$9.39M,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/rtnb
ROSE,Rosehill Resources Inc.,5.95,$212.83M,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rose
ROSEU,Rosehill Resources Inc.,8.78,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/roseu
ROSEW,Rosehill Resources Inc.,0.76,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rosew
ROSG,Rosetta Genomics Ltd.,1.4,$3.7M,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
ROST,Ross Stores Inc.,58.55,$22.79B,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost
RBPAA,Royal Bancshares of Pennsylvania Inc.,3.95,$119.06M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa
RGLD,Royal Gold Inc.,92.98,$6.08B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
RPXC,RPX Corporation,12.76,$631.62M,2011,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc
RTIX,RTI Surgical Inc.,4.4,$261.84M,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
RBCN,Rubicon Technology Inc.,8.36,$22.78M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RUSHA,Rush Enterprises Inc.,40.34,$1.6B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
RUSHB,Rush Enterprises Inc.,37.36,$1.49B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
RUTH,Ruth&#39;s Hospitality Group Inc.,18.5,$584.64M,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth
RXII,RXi Pharmaceuticals Corporation,0.53,$12.56M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii
RXIIW,RXi Pharmaceuticals Corporation,0.19,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxiiw
RYAAY,Ryanair Holdings plc,116.32,$28.08B,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay
STBA,S&T Bancorp Inc.,35.03,$1.23B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba
SANW,S&W Seed Company,3.4,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
SCAC,Saban Capital Acquisition Corp.,10.09,$315.25M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scac
SCACU,Saban Capital Acquisition Corp.,10.63,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scacu
SCACW,Saban Capital Acquisition Corp.,1.1833,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scacw
SBRA,Sabra Healthcare REIT Inc.,22.34,$3.57B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
SBRAP,Sabra Healthcare REIT Inc.,25.6,$147.2M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbrap
SABR,Sabre Corporation,17.79,$4.96B,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/sabr
SAEX,SAExploration Holdings Inc.,1.77,$16.68M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/saex
SAFT,Safety Insurance Group Inc.,68.45,$1.04B,2002,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/saft
SAGE,Sage Therapeutics Inc.,86.59,$3.24B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sage
SAIA,Saia Inc.,58.3,$1.48B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/saia
SALM,Salem Media Group Inc.,6,$156.71M,1999,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/salm
SAL,Salisbury Bancorp Inc.,44.35,$123.52M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sal
SAFM,Sanderson Farms Inc.,149.78,$3.41B,1987,Consumer Non-Durables,Meat/Poultry/Fish,http://www.nasdaq.com/symbol/safm
SASR,Sandy Spring Bancorp Inc.,36.88,$884.65M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sasr
SGMO,Sangamo Therapeutics Inc.,13.6,$1.14B,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgmo
SANM,Sanmina Corporation,36.4,$2.74B,1993,Technology,Electrical Products,http://www.nasdaq.com/symbol/sanm
GCVRZ,Sanofi,0.378,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gcvrz
SPNS,Sapiens International Corporation N.V.,12.02,$589.41M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
SRPT,Sarepta Therapeutics Inc.,45.38,$2.92B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/srpt
SVRA,Savara Inc.,6.45,$156.11M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/svra
SBFG,SB Financial Group Inc.,16.1,$77.25M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfg
SBFGP,SB Financial Group Inc.,16.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbfgp
SBAC,SBA Communications Corporation,150.65,$18.13B,1999,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbac
SCSC,ScanSource Inc.,36.55,$929.57M,n/a,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/scsc
SMIT,Schmitt Industries Inc.,1.9039,$5.7M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/smit
SCHN,Schnitzer Steel Industries Inc.,26.45,$715.67M,1993,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/schn
SCHL,Scholastic Corporation,38.8,$1.36B,1992,Consumer Services,Books,http://www.nasdaq.com/symbol/schl
SCLN,SciClone Pharmaceuticals Inc.,11,$574.11M,1992,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scln
SGMS,Scientific Games Corp,35.9,$3.21B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/sgms
SNI,Scripps Networks Interactive Inc,85.24,$11.07B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/sni
SCYX,SCYNEXIS Inc.,2.17,$57.99M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/scyx
SEAC,SeaChange International Inc.,2.65,$93.63M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/seac
SBCF,Seacoast Banking Corporation of Florida,20.79,$903.89M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
STX,Seagate Technology PLC,32.34,$9.31B,2002,Technology,Electronic Components,http://www.nasdaq.com/symbol/stx
SHIP,Seanergy Maritime Holdings Corp,1.17,$43.27M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/ship
SHIPW,Seanergy Maritime Holdings Corp,0.195,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/shipw
SHLD,Sears Holdings Corporation,7.89,$847.74M,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
SHLDW,Sears Holdings Corporation,2.1,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shldw
SHOS,Sears Hometown and Outlet Stores Inc.,1.95,$44.27M,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shos
SPNE,SeaSpine Holdings Corporation,11.03,$138.44M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/spne
SGEN,Seattle Genetics Inc.,54.19,$7.75B,2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/sgen
EYES,Second Sight Medical Products Inc.,1.15,$65.31M,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyes
EYESW,Second Sight Medical Products Inc.,0.3,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/eyesw
SCWX,SecureWorks Corp.,11.03,$894.24M,2016,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/scwx
SNFCA,Security National Financial Corporation,5.65,$89.41M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/snfca
SEIC,SEI Investments Company,56.16,$8.88B,1981,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/seic
SLCT,Select Bancorp Inc.,11.69,$136.34M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/slct
SCSS,Select Comfort Corporation,29.33,$1.2B,1998,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/scss
SIR,Select Income REIT,22.93,$2.05B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sir
SELB,Selecta Biosciences Inc.,17.5,$386.3M,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/selb
SIGI,Selective Insurance Group Inc.,46.7,$2.73B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/sigi
LEDS,SemiLEDS Corporation,1.75,$6.2M,2010,Technology,Semiconductors,http://www.nasdaq.com/symbol/leds
SMTC,Semtech Corporation,36.2,$2.4B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/smtc
SENEA,Seneca Foods Corp.,30.25,$297.84M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
SENEB,Seneca Foods Corp.,30.05,$295.87M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
SNES,SenesTech Inc.,2.24,$23.13M,2016,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/snes
SNH,Senior Housing Properties Trust,19.77,$4.7B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snh
SNHNI,Senior Housing Properties Trust,25.1,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhni
SNHNL,Senior Housing Properties Trust,26.87,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/snhnl
SNMX,Senomyx Inc.,0.63,$29.93M,2004,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/snmx
SRTS,Sensus Healthcare Inc.,6,$80.93M,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srts
SRTSW,Sensus Healthcare Inc.,0.9,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srtsw
SQBG,Sequential Brands Group Inc.,2.93,$184.9M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sqbg
MCRB,Seres Therapeutics Inc.,14.23,$576.49M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mcrb
SREV,ServiceSource International Inc.,3.54,$315.73M,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/srev
SFBS,ServisFirst Bancshares Inc.,33.09,$1.75B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/sfbs
SEV,Sevcon Inc.,22,$125.25M,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/sev
SSC,Seven Stars Cloud Group Inc.,1.51,$93.85M,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/ssc
SVBI,Severn Bancorp Inc,7.3,$88.6M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/svbi
SGBX,SG Blocks Inc.,4.35,$18.3M,2017,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/sgbx
SGOC,SGOCO Group Ltd,1.1662,$11.81M,2010,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sgoc
SMED,Sharps Compliance Corp,4.75,$76.04M,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/smed
